Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34387820,Machine Learning for Absolute Beginners: A Plain English Introduction (First Edition),Oliver Theobald,"Theobald, Oliver",,"=""""","=""""",3,3.96,Scatterplot Press,Kindle Edition,169,2017,,2023/04/05,2023/03/12,"non-fiction, software-maths-science","non-fiction (#4), software-maths-science (#6)",read,,,,1,0
18378023,The Examined Life: How We Lose and Find Ourselves,Stephen Grosz,"Grosz, Stephen",,"=""0393349322""","=""9780393349320""",2,3.95,W. W. Norton & Company,Paperback,240,2014,2012,2023/03/05,2023/01/23,"psychology-philosophy, non-fiction","psychology-philosophy (#2), non-fiction (#6)",read,,,,1,0
113576,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,Bethany McLean,"McLean, Bethany",Peter Elkind,"=""1591840538""","=""9781591840534""",4,4.22,Portfolio Trade,Paperback,440,2004,2003,2023/01/28,2023/01/01,"business-finance, non-fiction","business-finance (#1), non-fiction (#8)",read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3,4.01,William Morrow,Hardcover,268,2006,2005,2022/11/08,2022/09/06,"business-finance, non-fiction","business-finance (#4), non-fiction (#26)",read,,,,1,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",4,4.14,W. W. Norton & Company,Paperback,304,2015,2014,2022/11/14,2022/09/06,"business-finance, non-fiction","business-finance (#3), non-fiction (#27)",read,,,,1,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",4,4.18,Simon & Schuster,Hardcover,600,2017,2017,2022/10/29,2022/09/06,"biography, non-fiction","biography (#3), non-fiction (#24)",read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",4,4.04,W.W. Norton & Company,Paperback,498,2005,1997,2022/10/10,2022/09/06,"history-geography, non-fiction","history-geography (#1), non-fiction (#23)",read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2022/09/07,2022/09/06,"psychology-philosophy, non-fiction, biography","psychology-philosophy (#4), non-fiction (#22), biography (#6)",read,,,,1,0
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735611319""","=""9780735611313""",4,4.40,Microsoft Press,Paperback,396,2000,1999,2022/06/28,2023/07/22,"software-maths-science, non-fiction","software-maths-science (#5), non-fiction (#1)",read,,,,1,0
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241309727""","=""9780241309728""",5,4.05,Portfolio Penguin,Paperback,359,2019,2019,2022/05/24,2022/09/06,"business-finance, non-fiction","business-finance (#5), non-fiction (#36)",read,,,,1,0
58512673,How to DeFi: Advanced,Lucius Fang,"Fang, Lucius","Benjamin Hor, Erina Azmi, Win Win Khor","=""""","=""""",4,3.94,,Kindle Edition,298,2021,,2021/09/30,2022/09/06,"crypto, non-fiction","crypto (#2), non-fiction (#20)",read,,,,1,0
2696,The Canterbury Tales,Geoffrey Chaucer,"Chaucer, Geoffrey",Nevill Coghill,"=""0140424385""","=""9780140424386""",0,3.53,Penguin Books,Paperback,504,2003,1400,,2025/10/22,to-read,to-read (#156),to-read,,,,0,0
50088631,Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,"Kolker, Robert",,"=""038554376X""","=""9780385543767""",0,4.15,Doubleday ,Hardcover,377,2020,2020,,2025/10/19,to-read,to-read (#155),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2025/10/13,to-read,to-read (#154),to-read,,,,0,0
44439415,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",0,3.88,Ace,Paperback,587,2019,1981,,2025/10/13,to-read,to-read (#153),to-read,,,,0,0
44492286,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",0,3.95,Ace,Paperback,609,2019,1976,,2025/10/13,to-read,to-read (#152),to-read,,,,0,0
44492285,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",0,3.90,Ace,Mass Market Paperback,336,2019,1969,,2025/10/13,to-read,to-read (#151),to-read,,,,0,0
240617,Tau Zero,Poul Anderson,"Anderson, Poul",,"=""""","=""""",0,3.83,Gollancz,Paperback,190,2006,1970,,2025/10/13,to-read,to-read (#150),to-read,,,,0,0
156784,Permutation City,Greg Egan,"Egan, Greg",,"=""006105481X""","=""9780061054815""",0,4.05,HarperPrism,Mass Market Paperback,352,1995,1994,,2025/10/13,to-read,to-read (#149),to-read,,,,0,0
171681821,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,"Haidt, Jonathan",,"=""0593655036""","=""9780593655030""",0,4.31,Penguin Press,Hardcover,400,2024,2024,,2025/09/22,to-read,to-read (#148),to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.16,Crown,Hardcover,329,2019,2019,,2024/04/01,"incomplete, to-read","incomplete (#8), to-read (#147)",to-read,,,,1,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,,2025/08/26,to-read,to-read (#146),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.26,Harper Voyager,Paperback,387,1994,1974,,2025/08/26,to-read,to-read (#145),to-read,,,,0,0
36484703,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1633695689""","=""9781633695689""",0,3.86,Harvard Business Review Press,Kindle Edition,328,2018,,,2025/08/21,to-read,to-read (#144),to-read,,,,0,0
43726517,Hello World: Being Human in the Age of Algorithms,Hannah Fry,"Fry, Hannah",,"=""0393357368""","=""9780393357363""",0,4.11,W. W. Norton & Company,Paperback,256,2019,2018,,2025/08/21,to-read,to-read (#143),to-read,,,,0,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",0,4.12,,Paperback,243,2000,1973,,2025/08/21,to-read,to-read (#142),to-read,,,,0,0
53000876,Contact,Carl Sagan,"Sagan, Carl",,"=""""","=""""",0,4.15,Simon & Schuster,Kindle Edition,456,2016,1985,,2025/08/21,to-read,to-read (#141),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.98,Harcourt,Paperback,204,2002,1961,,2025/08/21,to-read,to-read (#140),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",5,4.20,Plume,Paperback,368,2022,1948,2023/12/11,2023/10/17,"sci-fi, fiction, classic","sci-fi (#1), fiction (#4), classic (#2)",read,,,,1,0
169354,"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,"Yergin, Daniel",,"=""0671799320""","=""9780671799328""",0,4.44,Free Press,Paperback,928,1993,1991,,2025/08/14,to-read,to-read (#139),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.03,Modern Library,Kindle Edition,490,2022,1321,,2025/08/02,to-read,to-read (#138),to-read,,,,0,0
1772910,White Nights,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",Olga Shartse,"=""""","=""""",0,4.07,,Paperback,82,1848,1848,,2025/08/02,to-read,to-read (#137),to-read,,,,0,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",0,4.16,Portfolio,Hardcover,251,2019,2017,,2025/08/02,to-read,to-read (#136),to-read,,,,0,0
201322288,"Why Banks Fail: Unrelenting Bank Runs, The Conundrum of Central Banking & South Africa’s Place in the Global Order",David Buckham,"Buckham, David","Robyn Wilkinson, Christiaan Straeuli","=""""","=""9798865539223""",0,3.64,Independently published,Paperback,240,2023,,,2025/08/02,to-read,to-read (#135),to-read,,,,0,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,3.91,Modern Library,Paperback,188,2003,1866,,2025/07/27,to-read,to-read (#134),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,3.91,Bantam Classics,Mass Market Paperback,201,1972,1915,,2025/07/27,to-read,to-read (#133),to-read,,,,0,0
58612786,$100M Offers: How To Make Offers So Good People Feel Stupid Saying No,Alex Hormozi,"Hormozi, Alex",,"=""1737475707""","=""9781737475705""",0,4.55,,Kindle Edition,155,2021,2021,,2025/07/18,to-read,to-read (#132),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2025/07/16,to-read,to-read (#131),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,3.94,Vintage,Paperback,255,2001,1925,,2025/07/16,to-read,to-read (#130),to-read,,,,0,0
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2025/07/16,to-read,to-read (#129),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,4.09,Random House,Paperback,709,2000,2000,,2025/07/16,to-read,to-read (#128),to-read,,,,0,0
1301,Moneyball,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",0,4.27,W. W. Norton & Company,Paperback,317,2004,2003,,2025/06/22,to-read,to-read (#127),to-read,,,,0,0
15998338,The Buy Side: A Wall Street Trader's Tale of Spectacular Excess,Turney Duff,"Duff, Turney",,"=""077043715X""","=""9780770437152""",0,3.97,Crown Business,Hardcover,320,2013,2013,,2025/06/22,to-read,to-read (#126),to-read,,,,0,0
40242274,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing,Burton G. Malkiel,"Malkiel, Burton G.",,"=""1324002182""","=""9781324002185""",0,4.14,W. W. Norton & Company,Hardcover,432,2019,1973,,2025/06/08,to-read,to-read (#125),to-read,,,,0,0
10982323,Expected Returns: An Investor's Guide to Harvesting Market Rewards (The Wiley Finance Series),Antti Ilmanen,"Ilmanen, Antti",Clifford Asness,"=""1119990726""","=""9781119990727""",0,4.37,Wiley,Hardcover,608,2011,2011,,2025/06/08,to-read,to-read (#124),to-read,,,,0,0
43886028,Market Mover: Lessons from a Decade of Change at Nasdaq,Robert Greifeld,"Greifeld, Robert",,"=""1538745135""","=""9781538745137""",0,3.87,Grand Central Publishing,Hardcover,304,2019,,,2025/06/08,to-read,to-read (#123),to-read,,,,0,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,"=""0618346260""","=""9780618346264""",5,4.50,Houghton Mifflin,Paperback,322,1993,1954,2025/05/13,2024/11/05,"fantasy, fiction","fantasy (#11), fiction (#26)",read,,,,1,0
34369788,The Second Leg Down: Strategies for Profiting after a Market Sell-Off (The Wiley Finance Series),Hari P. Krishnan,"Krishnan, Hari P.",,"=""""","=""""",0,4.06,Wiley,Kindle Edition,194,2017,,,2025/05/03,to-read,to-read (#122),to-read,,,,0,0
12917124,Dark Pools: The Rise of the Machine Traders and the Rigging of the U.S. Stock Market,Scott Patterson,"Patterson, Scott",,"=""0307887170""","=""9780307887177""",0,4.08,Crown Business,Hardcover,368,2012,2012,,2025/05/03,to-read,to-read (#121),to-read,,,,0,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",5,4.41,Houghton Mifflin Harcourt,Paperback,398,2003,1954,2025/04/21,2024/11/05,"fantasy, fiction","fantasy (#10), fiction (#25)",read,,,,1,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller100,"Miller100, Chris",,"=""1982172002""","=""9781982172008""",0,4.40,Scribner,Hardcover,431,2022,2022,,2024/01/06,to-read,to-read (#76),to-read,,,,0,0
32284263,"Black Edge: Inside Information, Dirty Money, and the Quest to Bring Down the Most Wanted Man on Wall Street",Sheelah Kolhatkar,"Kolhatkar, Sheelah",,"=""0812995805""","=""9780812995800""",0,4.20,Random House,Hardcover,295,2017,2017,,2022/09/06,to-read,to-read (#3),to-read,,,,0,0
25733505,"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,"Thorp, Edward O.",Nassim Nicholas Taleb,"=""1400067960""","=""9781400067961""",0,4.24,Random House,Hardcover,416,2017,2016,,2022/09/06,to-read,to-read (#2),to-read,,,,0,0
9402297,The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400069971""","=""9781400069972""",0,3.78,Random House,Hardcover,112,2010,2010,,2025/03/26,to-read,to-read (#120),to-read,,,,0,0
6713575,Coders at Work: Reflections on the Craft of Programming,Peter Seibel,"Seibel, Peter",,"=""1430219483""","=""9781430219484""",0,3.95,Apress,Paperback,632,2009,2009,,2025/03/24,to-read,to-read (#119),to-read,,,,0,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,4.02,Crown,Hardcover,342,2006,2006,,2025/03/14,to-read,to-read (#118),to-read,,,,0,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.23,Harper Business,Paperback,623,2006,1949,,2025/03/14,to-read,to-read (#117),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Mass Market Paperback,249,2011,1953,,2025/03/14,to-read,to-read (#116),to-read,,,,0,0
787719,"The New Market Wizards: Conversations with America's Top Traders  (Market Wizards, #2)",Jack D. Schwager,"Schwager, Jack D.",,"=""0887306675""","=""9780887306679""",0,4.26,Harper Business,Paperback,512,1994,1992,,2025/03/14,to-read,to-read (#115),to-read,,,,0,0
14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,"Dick, Philip K.",,"=""1407247425""","=""9781407247427""",0,4.01,Gollancz,Paperback,231,2010,1965,,2025/03/14,to-read,to-read (#114),to-read,,,,0,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.35,Scribner,Hardcover,849,2011,2011,,2025/03/12,to-read,to-read (#113),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,600,2015,2015,,2025/03/12,to-read,to-read (#112),to-read,,,,0,0
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",0,4.38,Del Rey Books,Paperback,815,2002,1996,,2025/03/12,to-read,to-read (#111),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.98,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2025/03/12,to-read,to-read (#110),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2025/03/12,to-read,to-read (#109),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace,Kindle Edition,268,2018,1984,,2025/03/12,to-read,to-read (#108),to-read,,,,0,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.59,Vintage,Paperback,259,1992,1962,,2025/03/06,to-read,to-read (#107),to-read,,,,0,0
33311863,American War,Omar El Akkad,"Akkad, Omar El",,"=""""","=""""",0,3.81,Knopf,ebook,384,2017,2017,,2025/03/06,to-read,to-read (#106),to-read,,,,0,0
6690798,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",,"=""0345504968""","=""9780345504968""",0,4.05,Ballantine Books,Hardcover,784,2010,2010,,2025/03/06,to-read,to-read (#105),to-read,,,,0,0
33369264,Blackout: A Techno-Thriller,Marc Elsberg,"Elsberg, Marc",,"=""1492654418""","=""9781492654414""",0,4.01,Sourcebooks Landmark,Hardcover,316,2017,2012,,2025/03/06,to-read,to-read (#104),to-read,,,,0,0
13330370,"The Last Policeman (The Last Policeman, #1)",Ben H. Winters,"Winters, Ben H.",,"=""1594745765""","=""9781594745768""",0,3.78,Quirk Books,Paperback,316,2012,2012,,2025/03/06,to-read,to-read (#103),to-read,,,,0,0
11557,Swan Song,Robert McCammon,"McCammon, Robert",,"=""0671741039""","=""9780671741037""",0,4.30,Pocket Books,Mass Market Paperback,956,1987,1987,,2025/03/06,to-read,to-read (#102),to-read,,,,0,0
17848897,Algorithmic Trading: Winning Strategies and Their Rationale,Ernest P. Chan,"Chan, Ernest P.",,"=""1118746910""","=""9781118746912""",3,3.84,Wiley,Paperback,224,2013,2013,2025/03/06,2025/03/02,"non-fiction, business-finance","non-fiction (#34), business-finance (#9)",read,,,,1,0
4977694,Quantitative Trading: How to Build Your Own Algorithmic Trading Business,Ernest P. Chan,"Chan, Ernest P.",,"=""0470284889""","=""9780470284889""",4,3.76,WILEY,Hardcover,208,2008,2008,2025/03/03,2025/03/02,"business-finance, non-fiction","business-finance (#8), non-fiction (#33)",read,,,,1,0
966769,"Market Wizards: Interviews with Top Traders (Market Wizards, #1)",Jack D. Schwager,"Schwager, Jack D.",,"=""0887306101""","=""9780887306105""",0,4.28,Harperbusiness,Paperback,480,1993,1989,,2025/03/02,to-read,to-read (#101),to-read,,,,0,0
369708,The Alchemy of Finance (Wiley Investment Classics),George Soros,"Soros, George",Paul A. Volcker,"=""0471445495""","=""9780471445494""",0,3.75,Wiley,Paperback,416,2015,1987,,2025/03/02,to-read,to-read (#100),to-read,,,,0,0
204689,Dynamic Hedging: Managing Vanilla and Exotic Options,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0471152803""","=""9780471152804""",0,4.04,Wiley,Hardcover,528,1997,1996,,2025/02/16,to-read,to-read (#99),to-read,,,,0,0
6800644,Inside the Black Box: The Simple Truth About Quantitative Trading (Wiley Finance),Rishi K. Narang,"Narang, Rishi K.",,"=""0470432063""","=""9780470432068""",0,3.73,Wiley,Hardcover,240,2009,2009,,2025/02/16,to-read,to-read (#98),to-read,,,,0,0
13356644,The Physics of Wall Street: A Brief History of Predicting the Unpredictable,James Owen Weatherall,"Weatherall, James Owen",,"=""0547317271""","=""9780547317274""",0,3.85,Mariner Books,Hardcover,286,2013,2013,,2025/02/16,to-read,to-read (#97),to-read,,,,0,0
55723020,Dopamine Nation: Finding Balance in the Age of Indulgence,Anna Lembke,"Lembke, Anna",,"=""1524746738""","=""9781524746735""",0,3.88,Dutton Books,ebook,304,2021,2021,,2025/01/29,to-read,to-read (#96),to-read,,,,0,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2025/01/27,to-read,to-read (#95),to-read,,,,0,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",5,4.40,Tor Books,Hardcover,512,2015,2008,2025/01/24,2025/01/10,"fiction, sci-fi","fiction (#21), sci-fi (#11)",read,,,,1,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2025/01/24,to-read,to-read (#94),to-read,,,,0,0
13554058,The Wandering Earth,Liu Cixin,"Cixin, Liu",Holger Nahm,"=""""","=""""",0,4.14,"Beijing Guomi Digital Technology Co., Ltd.",Kindle Edition,45,2012,2000,,2025/01/23,to-read,to-read (#93),to-read,,,,0,0
58709846,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",5,4.08,Tor Books,Kindle Edition,400,2021,2006,2025/01/04,2024/12/29,"fiction, sci-fi","fiction (#20), sci-fi (#10)",read,,,,1,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.28,Orbit,Paperback,468,2015,2015,,2024/12/22,to-read,to-read (#92),to-read,,,,0,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2024/12/20,to-read,to-read (#91),to-read,,,,0,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.10,Random House,Hardcover,426,2012,2012,,2024/12/20,to-read,to-read (#90),to-read,,,,0,0
53145152,2061: Odyssey Three (Space Odyssey #3),Arthur C. Clarke,"Clarke, Arthur C.",,"=""0795324863""","=""9780795324864""",4,3.62,RosettaBooks,Kindle Edition,218,2012,1987,2024/12/02,2024/12/02,"fiction, sci-fi","fiction (#18), sci-fi (#8)",read,,,,1,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.23,Broad Reach Publishing,Paperback,509,2012,2012,,2024/12/01,to-read,to-read (#89),to-read,,,,0,0
50980081,2010: Odyssey Two (Space Odyssey #2),Arthur C. Clarke,"Clarke, Arthur C.",,"=""0795324839""","=""9780795324833""",5,3.95,RosettaBooks,Kindle Edition,261,2012,1982,2024/11/27,2024/11/27,"fiction, sci-fi","fiction (#17), sci-fi (#7)",read,,,,1,0
46026742,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",5,4.18,Orbit,Kindle Edition,258,2018,1968,2024/11/24,2024/11/17,"fiction, sci-fi","fiction (#16), sci-fi (#6)",read,,,,1,0
6025160,Lords of Finance: The Bankers Who Broke the World,Liaquat Ahamed,"Ahamed, Liaquat",,"=""159420182X""","=""9781594201820""",0,4.04,Penguin Press,Hardcover,564,2009,2009,,2022/11/20,"to-read, incomplete","to-read (#12), incomplete (#7)",to-read,,,,0,0
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",0,4.33,HarperCollins,Paperback,512,2002,1973,,2023/03/04,"to-read, incomplete","to-read (#27), incomplete (#6)",to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.18,Harper,ebook,450,2017,2015,,2024/11/20,"to-read, incomplete","to-read (#88), incomplete (#5)",to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.33,Vintage,Paperback,512,2015,2011,,2024/11/20,"to-read, incomplete","to-read (#87), incomplete (#4)",to-read,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",0,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2023/06/08,"to-read, incomplete","to-read (#40), incomplete (#3)",to-read,,,,0,0
4978,"Wolves of the Calla (The Dark Tower, #5)",Stephen  King,"King, Stephen",Bernie Wrightson,"=""141651693X""","=""9781416516934""",0,4.20,Pocket Books,Mass Market Paperback,960,2006,2003,,2024/01/06,"to-read, incomplete","to-read (#86), incomplete (#2)",to-read,,,,1,0
216921525,Catch-22,Joseph Heller,"Heller, Joseph",,"=""1068859695""","=""9781068859694""",0,3.99,Horizon Ridge Publishing,Kindle Edition,601,2024,1961,,2023/12/22,"to-read, incomplete","to-read (#85), incomplete (#1)",to-read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2024/11/05,to-read,to-read (#84),to-read,,,,0,0
11281904,The Shining,Stephen  King,"King, Stephen",,"=""""","=""""",4,4.28,Hodder,ebook,674,2007,1977,2024/10/06,2023/12/19,fiction,fiction (#15),read,,,,1,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.55,Bantam,Mass Market Paperback,1177,2003,2000,2023/11/20,2023/09/13,"fiction, fantasy","fiction (#3), fantasy (#3)",read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.42,Random House Worlds,Paperback,1009,2002,1998,2023/10/18,2023/09/13,"fantasy, fiction","fantasy (#4), fiction (#7)",read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.45,Bantam,Mass Market Paperback,835,2005,1996,2023/09/13,2023/08/27,"fiction, fantasy","fiction (#8), fantasy (#5)",read,,,,1,0
75404576,'Salem's Lot,Stephen  King,"King, Stephen",,"=""""","=""""",4,4.10,Hodder & Stoughton,Kindle Edition,470,2008,1975,2024/05/19,2024/04/23,"fantasy, fiction","fantasy (#9), fiction (#14)",read,,,,1,0
56019043,Beyond Order: 12 More Rules For Life,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0593084640""","=""9780593084649""",0,4.14,Portfolio,Hardcover,382,2021,2021,,2023/04/05,to-read,to-read (#38),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2024/07/25,2022/09/06,"non-fiction, psychology-philosophy","non-fiction (#31), psychology-philosophy (#8)",read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",0,4.39,Random House,Hardcover,475,2010,2010,,2024/06/07,to-read,to-read (#83),to-read,,,,0,0
